min_af,min_dp,min_qual,require_gt,miner_n,tp,fp,fn,precision,recall,f1,gt_match,gt_total
0.2,0,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,0,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,10,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,15,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,20,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,25,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.2,30,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,0,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,10,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,15,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,20,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,25,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,0.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,0.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,0.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,20.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,20.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,20.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,40.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,40.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,40.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,60.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,60.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,60.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,80.0,any,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,80.0,het,0,0,0,13,0.0,0.0,0.0,0,0
0.25,30,80.0,hom-alt,0,0,0,13,0.0,0.0,0.0,0,0
